Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69,15,8.3,8,Tecmo,E
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.02,0.01,0.1,56,13,3.4,46,"Deep Silver, Keen Games",M
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0,0.01,0.1,54,17,4,5,Hudson Soft,E
Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
The First Templar,X360,2011,Action,Kalypso Media,0.06,0.03,0,0.01,0.1,52,21,6.3,26,Haemimont,T
DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0,0,0.01,0.1,77,5,6.5,13,Pentavision Entertainment,T
Princess Debut,DS,2008,Misc,Cave,0.1,0,0,0.01,0.1,71,6,7.4,7,Cave,E
Despicable Me: The Game,PS2,2010,Platform,D3Publisher,0.05,0.04,0,0.01,0.1,,,,,,
Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0,0,0.1,83,30,9.3,19,Swingin' Ape,T
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0,0,0.1,81,28,8.5,15,Ubisoft Montreal,M
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.1,,,,,,
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0.09,0,0.01,0.1,74,9,4.4,239,Konami,E
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0,0.01,0.1,84,21,8.2,11,LucasArts,T
Disney's Chicken Little: Ace In Action,Wii,N/A,Shooter,Disney Interactive Studios,0.09,0,0,0.01,0.1,72,8,tbd,,Avalanche Software,E10+
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.03,0.06,0,0.01,0.1,85,14,6.2,144,Konami,E
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0,0.01,0.1,61,9,7.8,6,Artificial Mind and Movement,E10+
Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0,0,0.1,0,0.1,,,,,,
Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0,0,0.01,0.1,,,tbd,,Powerhead Games,E
Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0,0,0.1,0,0.1,,,,,,
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.1,0,0,0.01,0.1,,,,,,
Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.01,0.1,,,tbd,,Griptonite Games,E10+
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1,,,tbd,,Ludia Inc.,E
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0,0,0.1,0,0.1,,,,,,
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0,0.03,0.06,0.01,0.1,81,49,8.3,62,SCE Japan Studio,E
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0,0.01,0.1,60,17,5.6,62,EA Sports,E
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.06,0.03,0,0.01,0.1,,,,,,
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0,0,0.01,0.1,61,23,7.4,10,Page 44 Studios,E
Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0,0,0.01,0.1,,,,,,
Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,0.08,0.02,0,0.01,0.1,,,,,,
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0,0,0.1,0,0.1,,,,,,
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,,,,,,
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0,0,0.1,78,15,9.3,23,Magic Pockets,T
Rango: The Video Game,DS,2011,Action,Electronic Arts,0.06,0.03,0,0.01,0.1,55,4,tbd,,Behavior Studios,E
Syberia,XB,2003,Action,Microids,0.08,0.02,0,0,0.1,72,17,7,5,Microids,T
G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0,0.1,71,12,9,10,Koei/Inis,E
Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0,0,0.01,0.1,,,tbd,,"Seamless Entertainment, Inc.",E
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1,66,9,6,5,Ubisoft Shanghai,E
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1,72,7,0.6,24,Frontier Developments,E10+
Atsumare! Power Pro Kun no DS Koushien,DS,N/A,Sports,N/A,0,0,0.1,0,0.1,,,,,,
Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,,,,,,
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0,0.01,0.01,0.1,64,25,6.7,6,Moss,E
Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,0,0,0.1,0,0.1,,,,,,
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0,0,0.1,76,26,9.2,21,Sting,T
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,52,23,6.5,30,Gaijin Entertainment,M
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0,0,0.03,0.1,68,6,7,25,SCEA San Diego Studios,E
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0,0.04,0.01,0.1,73,17,7.9,18,Sting,T
Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,0.07,0.03,0,0,0.1,,,,,,
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.1,,,,,,
Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01,0.1,51,25,tbd,,Backbone Entertainment,T
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1,72,28,7.5,14,Taito Corporation,T
Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,0,0,0.1,0,0.1,,,,,,
Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0,0.01,0.1,66,44,8.3,57,Petroglyph,T
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0,0,0.1,,,,,,
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,51,45,6.2,24,Namco,M
Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0,0,0.1,0,0.1,,,,,,
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0,0,0.1,0.01,0.1,,,,,,
Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.1,,,,,,
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.04,0,0.01,0.1,,,tbd,,"Joindots, Mastertronic",E
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0,0.01,0.1,,,tbd,,WayForward,E
Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,,,,,,
WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.1,62,9,tbd,,Konami,E
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0,0,0.01,0.1,34,9,tbd,,Art,E
Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0,0,0.1,0,0.1,,,,,,
UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0,0,0.01,0.1,59,5,tbd,,Black Lantern Studios,E
Culdcept DS,DS,2008,Strategy,Sega,0,0,0.1,0,0.1,,,,,,
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1,72,7,3.4,27,Eutechnyx,E
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0,0,0.1,84,33,8.1,19,Codemasters,E
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0,0.01,0.1,,,,,,
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.1,60,21,8,9,EA Canada,E
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0,0,0.1,0,0.1,,,,,,
Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0,0,0.1,58,8,tbd,,UDS,E
Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39,32,5.6,34,FeelPlus,M
[Prototype 2],PC,2012,Action,Activision,0.07,0.03,0,0.01,0.1,76,12,6.4,388,Radical Entertainment,M
Mind Zero,PSV,2013,Role-Playing,GungHo,0.04,0,0.04,0.01,0.1,59,13,6,72,Zerodiv,T
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.09,0.01,0,0.01,0.1,,,tbd,,High Voltage Software,E
Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.06,0,0.02,0.1,,,tbd,,Torus Games,E10+
Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,0.09,0,0,0.01,0.1,,,,,,
X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,,,,,,
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0,0.1,63,11,6.2,5,Climax Group,E
America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1,,,tbd,,Arts Software,E10+
Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0,0.01,0.1,68,34,7.2,13,Midway,M
Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1,,,tbd,,Knowledge Adventure Inc.,E
Blue Stinger,DC,1999,Adventure,Activision,0,0,0.1,0,0.1,,,,,,
Shellshock,PS,1995,Action,Core Design Ltd.,0.06,0.04,0,0.01,0.1,,,,,,
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0,0,0.01,0.1,56,14,8.8,4,Hudson Entertainment,T
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0,0,0.01,0.1,60,6,tbd,,Raylight Studios,E
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,80,26,8.7,13,Capcom,T
Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0,0,0.1,0,0.1,,,,,,
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0,0,0.1,70,13,7.6,7,High Voltage Software,M
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,0,0,0.1,0,0.1,,,,,,
PictoImage,DS,2007,Puzzle,Sega,0.09,0,0,0.01,0.1,61,11,tbd,,Sega,E
Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0,0.01,0.1,,,,,,
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0,0.01,0.1,,,tbd,,Behaviour Interactive,E10+
Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,0,0,0.1,0,0.1,,,,,,
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,0.09,0,0,0.01,0.1,,,,,,
Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1,,,,,,
PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,0,0.08,0,0.02,0.1,,,,,,
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1,,,,,,
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,,,,,,
Rome: Total War,PC,2004,Strategy,Activision,0,0.08,0,0.02,0.1,,,,,,
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0,0,0.1,,,,,,
Flushed Away,DS,2006,Platform,D3Publisher,0.09,0,0,0.01,0.1,,,,,,
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1,,,,,,
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0,0,0.1,,,,,,
Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0,0,0.1,0,0.1,,,,,,
Madden NFL 17,X360,2016,Sports,Electronic Arts,0.08,0.01,0,0.01,0.1,,,,,,
Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1,,,,,,
X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0,0,0.1,,,,,,
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0,0.08,0,0.02,0.1,,,,,,
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0,0.01,0.1,,,,,,
Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,,,,,,
Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0,0,0.1,53,19,tbd,,Treyarch,T
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0,0,0.1,62,24,7.9,8,Pivotal Games,M
Backyard Baseball '10,Wii,2009,Sports,Atari,0.09,0,0,0.01,0.1,,,tbd,,Farsight Studios,E
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1,52,19,4.2,6,Artificial Mind and Movement,E10+
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,16,6.8,8,Tecmo,E10+
Football Director DS,DS,2008,Sports,Pinnacle,0,0.1,0,0,0.1,,,,,,
Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0,0.1,,,,,,
Football Manager 2014,PSV,2013,Sports,Sega,0,0.08,0,0.02,0.1,,,,,,
Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0,0.01,0.1,,,tbd,,Neversoft Entertainment,T
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,66,8,tbd,,Blitz Games Studios,T
Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0,0.01,0.1,,,,,,
SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0,0.01,0.1,,,tbd,,Electronic Arts,E
Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,0.08,0.02,0,0,0.1,,,,,,
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1,,,,,,
The Whispered World,PC,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1,70,41,7.9,71,Daedalic Entertainment,E
Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1,,,tbd,,Activision,E
KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.07,0,0.02,0.01,0.1,,,,,,
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0,0.01,0.1,65,12,7,5,Hudson Soft,E10+
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Draglade,DS,2007,Fighting,505 Games,0.09,0,0,0.01,0.1,71,23,7.5,4,Dimps Corporation,E10+
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0,0,0.1,76,31,8.1,9,Sega AM2,E
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,68,7,6.4,19,5TH Cell,E10+
You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0,0.01,0.1,82,6,tbd,,Jellyvision,E
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0,0,0.01,0.1,,,tbd,,Bethesda Softworks,M
3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0,0.01,0.1,,,,,,
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,0.1,53,11,6.5,4,Dreamcatcher,T
Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,0,0,0.1,0,0.1,,,,,,
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1,76,16,7.8,22,Genki,T
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0,0,0.01,0.1,,,tbd,,Santa Cruz Games,E
Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0,0.01,0.1,,,,,,
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
The Destiny of Zorro,Wii,2009,Action,505 Games,0.09,0,0,0.01,0.1,,,,,,
Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0,0,0.1,,,,,,
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1,,,,,,
Dancing on Ice,Wii,2010,Sports,Ghostlight,0,0.09,0,0.01,0.1,,,,,,
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0,0.01,0.1,,,,,,
Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1,,,,,,
USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0,0,0.01,0.1,,,,,,
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0,0,0.1,,,,,,
Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0,0,0.1,0,0.1,,,,,,
My Healthy Cooking Coach,DS,N/A,Simulation,Unknown,0.09,0,0,0.01,0.1,,,,,,
SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,0.08,0.02,0,0,0.1,,,,,,
Just In Time Translations,DS,2009,Misc,THQ,0.09,0,0,0.01,0.1,,,,,,
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1,,,,,,
Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0,0.01,0.1,,,,,,
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1,49,9,8,11,High Voltage Software,E10+
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.1,25,4,3.5,4,FrontLine Studios,E
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.1,37,5,4.1,33,EA Bright Light,T
Disney Art Academy,3DS,2016,Action,Nintendo,0.01,0.01,0.08,0,0.1,72,16,6.8,5,Headstrong Games,E
Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,68,11,tbd,,Clockwork Games,E
Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1,,,,,,
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1,75,50,8.8,4,InXile Entertainment,T
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0,0,0.01,0.1,,,,,,
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1,78,47,8.3,13,The Behemoth,T
World Snooker Championship 2007,PS3,2007,Sports,Sega,0,0.1,0,0,0.1,,,,,,
L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0,0,0.1,0,0.1,,,,,,
Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1,53,7,7.9,43,H2O Interactive,T
Virtual Pool 64,N64,1998,Sports,Crave Entertainment,0.08,0.02,0,0,0.1,,,,,,
Flying Dragon,N64,1997,Fighting,Natsume,0.08,0.02,0,0,0.1,,,,,,
International Superstar Soccer 64 (weekly JP sales),N64,1997,Sports,Konami Digital Entertainment,0,0,0.05,0.05,0.1,,,,,,
Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0,0,0.1,,,,,,
Indy Racing 2000,N64,2000,Racing,Infogrames,0.08,0.02,0,0,0.1,,,,,,
GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0,0,0.1,,,,,,
Milo's Astro Lanes,N64,1998,Sports,Interplay,0.08,0.02,0,0,0.1,,,,,,
Jeopardy!,N64,1998,Misc,GameTek,0.08,0.02,0,0,0.1,,,,,,
Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,0.08,0.02,0,0,0.1,65,5,6.3,6,Disney Interactive,E
Gekido,PS,1999,Fighting,Infogrames,0.06,0.04,0,0.01,0.1,,,,,,
Myst,DS,2007,Adventure,Midway Games,0.09,0,0,0.01,0.1,43,25,3.5,6,Hoplite Research,E
Disney's The Jungle Book,GBA,2002,Platform,Ubisoft,0.07,0.03,0,0,0.1,,,,,,
Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1,,,,,,
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0,0.01,0.1,,,,,,
Army Men World War: Team Assault,PS,2001,Action,3DO,0.06,0.04,0,0.01,0.1,,,,,,
Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.03,0,0.01,0.1,,,,,,
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1,,,,,,
Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0,0,0.1,,,,,,
Deca Sports DS,DS,2009,Sports,Hudson Soft,0.07,0.02,0,0.01,0.1,,,,,,
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,,,,,,
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0,0,0.01,0.1,,,,,,
Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0,0,0.01,0.1,,,,,,
Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0,0,0.1,0,0.1,,,,,,
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0,0,0.01,0.1,,,,,,
King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0,0.01,0.1,,,,,,
LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,0.06,0.04,0,0.01,0.1,,,,,,
Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0,0,0.1,,,,,,
Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0,0,0.1,0,0.1,,,,,,
Ghost in the Shell,PS,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1,,,,,,
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0,0,0.01,0.1,,,,,,
Thief (2014),PC,2014,Action,Square Enix,0,0.09,0,0.01,0.1,,,,,,
Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0,0,0.01,0.1,,,,,,
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0,0.01,0.1,,,,,,
Evil Dead: Fistfull of Boomstick,XB,2003,Action,THQ,0.07,0.02,0,0,0.1,,,,,,
Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0,0,0.1,,,,,,
Harvest Moon DS Cute (jp sales),DS,2005,Simulation,Marvelous Interactive,0,0,0.1,0,0.1,,,,,,
Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1,,,,,,
Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0,0,0.1,0,0.1,,,,,,
Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0,0,0.1,,,,,,
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0,0,0.1,0,0.1,,,,,,
Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0,0.1,,,,,,
Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0,0,0.1,,,,,,
Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,0,0,0.09,0.01,0.1,,,,,,
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0,0.01,0.1,,,,,,
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1,,,,,,
Generator Rex: Agent of Providence,3DS,2011,Action,Activision,0.07,0.02,0,0.01,0.1,,,,,,
SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.09,0,0,0.01,0.1,,,,,,
Micro Machines V3,PS,1997,Racing,Codemasters,0.06,0.04,0,0.01,0.1,,,,,,
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,0.08,0.01,0,0.01,0.1,,,,,,
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0,0.1,,,,,,
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000,Adventure,Sega,0,0,0.1,0,0.1,,,,,,
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0,0.03,0.01,0.1,,,,,,
Exhibition Volume 03,XB,2003,Misc,Microsoft Game Studios,0.07,0.02,0,0,0.1,,,,,,
X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0,0.01,0.1,,,,,,
